"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"WBS","Webster Financial Corporation","35.68","3279797012.16","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wbs",
"WBS.WS","Webster Financial Corporation","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs.ws",
"WBS^E","Webster Financial Corporation","25.03","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs^e",
"WEC","WEC Energy Group, Inc.","48.23","15225461409.34","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wec",
"WTW","Weight Watchers International Inc","5.74","328388826.78","n/a","United States","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/wtw",
"WRI","Weingarten Realty Investors","31.42","3894132588.4","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wri",
"WMK","Weis Markets, Inc.","42.6","1145873671.8","n/a","United States","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wmk",
"WCG","WellCare Health Plans, Inc.","96.12","4236383748.6","n/a","United States","2004","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/wcg",
"WEBK","Wellesley Bancorp, Inc.","19.45","47830234.1","n/a","United States","2012","Finance","Banks","http://www.nasdaq.com/symbol/webk",
"WFC","Wells Fargo & Company","52.77","270887368572.36","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfc",
"WFC.WS","Wells Fargo & Company","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc.ws",
"WFC^J","Wells Fargo & Company","27.77","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^j",
"WFC^L","Wells Fargo & Company","1163.694","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^l",
"WFC^N","Wells Fargo & Company","23.81","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^n",
"WFC^O","Wells Fargo & Company","23.67","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^o",
"WFC^P","Wells Fargo & Company","24.16","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^p",
"WFC^Q","Wells Fargo & Company","25.62","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^q",
"WFC^R","Wells Fargo & Company","27.43","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^r",
"WFC^T","Wells Fargo & Company","25.21","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^t",
"WFE^A","Wells Fargo & Company","25.59","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfe^a",
"EOD","Wells Fargo Advantage Global Dividend Opportunity Fund","6.09","299389424.25","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/eod",
"EAD","Wells Fargo Advantage Income Opportunities Fund","7.72","547988767.72","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","11.63","489099650","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc",
"WEN","Wendy&#39;s Company (The)","9.18","2664797848.2","n/a","United States","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wen",
"WERN","Werner Enterprises, Inc.","27.58","1982787813.72","n/a","United States","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"WSBC","WesBanco, Inc.","31.18","1201292750.6","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsbc",
"WAIR","Wesco Aircraft Holdings, Inc.","12.78","1248007883.22","n/a","United States","2011","Capital Goods","Wholesale Distributors","http://www.nasdaq.com/symbol/wair",
"WCC","WESCO International, Inc.","52.51","2286704902.39","n/a","United States","1999","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/wcc",
"WTBA","West Bancorporation","18.72","300620155.68","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtba",
"WSTC","West Corporation","23.69","1962983770.58","n/a","United States","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wstc",
"WMAR","West Marine, Inc.","7.74","190933137.36","n/a","United States","1993","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/wmar",
"WST","West Pharmaceutical Services, Inc.","56.91","4097731193.01","n/a","United States","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/wst",
"WABC","Westamerica Bancorporation","44.29","1131648209.46","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wabc",
"WR","Westar Energy, Inc.","36.03","5089357263.72","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wr",
"WBB","Westbury Bancorp, Inc.","17.26","76142144.8","n/a","United States","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/wbb",
"WSTL","Westell Technologies, Inc.","1.18","71864826.1","n/a","United States","1995","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/wstl",
"WAL","Western Alliance Bancorporation","31.48","3221125930.84","n/a","United States","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/wal",
"WEA","Western Asset Bond Fund","12.63","150108383.58","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/wea",
"ESD","Western Asset Emerging Markets Debt Fund Inc","13.75","423419466.25","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/esd",
"EMD","Western Asset Emerging Markets Income Fund, Inc","9.86","282290666.1","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/emd",
"GDO","Western Asset Global Corporate Defined Opportunity Fund Inc.","16.2","248617771.2","n/a","United States","2009","n/a","n/a","http://www.nasdaq.com/symbol/gdo",
"EHI","Western Asset Global High Income Fund Inc","9.35","290347887.5","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/ehi",
"GDF","Western Asset Global Partners Income Fund, Inc.","8.26","128746827.58","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/gdf",
"HIX","Western Asset High Income Fund II Inc.","6.8","586186220.8","n/a","United States","1998","n/a","n/a","http://www.nasdaq.com/symbol/hix",
"HIO","Western Asset High Income Opportunity Fund, Inc.","4.75","397520755","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hio",
"SBI","Western Asset Intermediate Muni Fund Inc","9.68","136264527.52","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi",
"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc.","20.38","219363003.58","n/a","United States","2009","n/a","n/a","http://www.nasdaq.com/symbol/igi",
"MHY","Western Asset Managed High Income Fund, Inc.","4.54","214303599.44","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/mhy",
"MMU","Western Asset Managed Municipals Fund, Inc.","14.01","599970530.49","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/mmu",
"WMC","Western Asset Mortgage Capital Corporation","12.89","540346234.89","n/a","United States","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wmc",
"DMO","Western Asset Mortgage Defined Opportunity Fund Inc","24.78","257975609.64","n/a","United States","2010","n/a","n/a","http://www.nasdaq.com/symbol/dmo",
"MTT","Western Asset Municipal Defined Opportunity Trust Inc","22.84","275581227.52","n/a","United States","2009","n/a","n/a","http://www.nasdaq.com/symbol/mtt",
"MHF","Western Asset Municipal High Income Fund, Inc.","7.12","153794869.36","n/a","United States","1988","n/a","n/a","http://www.nasdaq.com/symbol/mhf",
"MNP","Western Asset Municipal Partners Fund, Inc.","14.84","144230894.92","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/mnp",
"GFY","Western Asset Variable Rate Strategic Fund Inc.","15.86","105786200","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/gfy",
"SBW","Western Asset Worldwide Income Fund Inc.","9.91","129005634.93","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/sbw",
"WIW","Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2","10.43","638150517.62","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/wiw",
"WIA","Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd","10.56","307853779.2","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/wia",
"WDC","Western Digital Corporation","80.64","18579695904","n/a","United States","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/wdc",
"WGP","Western Gas Equity Partners, LP","48.57","10632637826.16","n/a","United States","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wgp",
"WES","Western Gas Partners, LP","51.4","7178135416","n/a","United States","2008","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wes",
"WNR","Western Refining, Inc.","42.44","4056564928.32","n/a","United States","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/wnr",
"WU","Western Union Company (The)","18.12","9267138888.72","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wu",
"WFD","Westfield Financial, Inc.","7.74","143156129.76","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wfd",
"WAB","Westinghouse Air Brake Technologies Corporation","94.17","9103798396.11","n/a","United States","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/wab",
"WLK","Westlake Chemical Corporation","50.61","6677402575.83","n/a","United States","2004","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wlk",
"WLKP","Westlake Chemical Partners LP","18.51","500875602.3","n/a","United States","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wlkp",
"WLB","Westmoreland Coal Company","14.18","254777774.54","n/a","United States","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlb",
"WMLP","Westmoreland Resource Partners, LP","6.7","38267921","n/a","United States","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/wmlp",
"WHG","Westwood Holdings Group Inc","53.37","459022881.42","n/a","United States","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/whg",
"WEX","WEX Inc.","94.87","3666952523.91","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wex",
"WEYS","Weyco Group, Inc.","27.01","293506325.8","n/a","United States","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/weys",
"WY","Weyerhaeuser Company","27.18","13975781803.38","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wy",
"WY^A","Weyerhaeuser Company","47.7","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wy^a",
"WGL","WGL Holdings Inc","53.01","2636116372.62","n/a","United States","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/wgl",
"WHLR","Wheeler Real Estate Investment Trust, Inc.","1.9","125245797.9","n/a","United States","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlr",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","22.92","16502400","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrp",
"WHLRW","Wheeler Real Estate Investment Trust, Inc.","0.055","0","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrw",
"WHR","Whirlpool Corporation","161.55","12668424669","n/a","United States","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/whr",
"WTM","White Mountains Insurance Group, Ltd.","765.72","4564106220.24","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/wtm",
"WHF","WhiteHorse Finance, Inc.","13.43","201219769.51","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf",
"WHFBL","WhiteHorse Finance, Inc.","25.35","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl",
"WSR","Whitestone REIT","11.15","300801154.3","n/a","United States","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wsr",
"WWAV","Whitewave Foods Company (The)","45.82","8053291584.2","n/a","United States","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/wwav",
"WLL","Whiting Petroleum Corporation","15.91","3247910754.75","n/a","United States","2003","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wll",
"WFM","Whole Foods Market, Inc.","32","11451456448","n/a","United States","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wfm",
"WYY","WidePoint Corporation","0.97","80045075.12","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WHLM","Wilhelmina International, Inc.","6.12","35762960.52","n/a","United States","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","6.96","34673042.64","n/a","United States","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"WG","Willbros Group, Inc.","1.36","84466965.68","n/a","United States","1996","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/wg",
"WLDN","Willdan Group, Inc.","10.58","83191407.56","n/a","United States","2006","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/wldn",
"WMB","Williams Companies, Inc. (The)","42.27","31690295551.98","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wmb",
"WPZ","Williams Partners LP","38.62","23207361360.26","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wpz",
"WSM","Williams-Sonoma, Inc.","75.73","6933366926.37","n/a","United States","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/wsm",
"WLFC","Willis Lease Finance Corporation","16.26","135712870.5","n/a","United States","1996","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/wlfc",
"WIBC","Wilshire Bancorp, Inc.","10.96","860619982.16","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wibc",
"WIN","Windstream Holdings, Inc.","7","728124033","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/win",
"WING","Wingstop Inc.","27.63","789698058.66","n/a","United States","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","100.46","414701994.26","n/a","United States","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/wina",
"WGO","Winnebago Industries, Inc.","19.57","527095483.64","n/a","United States","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/wgo",
"FUR","Winthrop Realty Trust","14.24","518693196.16","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fur",
"WTFC","Wintrust Financial Corporation","53.32","2571639542.68","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","25.29","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcm",
"WTFCW","Wintrust Financial Corporation","27.38","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcw",
"WTT","Wireless Telecom Group,  Inc.","1.75","34346296.25","n/a","United States","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"AGND","WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund","44.13","35304000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd",
"AGZD","WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund","48.06","67284000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"HYND","WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio","20.9","8360000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hynd",
"HYZD","WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu","23.1","20790000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyzd",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","42.1","14735000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxse",
"EMCG","WisdomTree Emerging Markets Consumer Growth Fund","19.42","15536000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcg",
