"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"HILL","Dot Hill Systems Corporation","9.71","605252167.7","n/a","United States","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/hill",
"EAGLU","Double Eagle Acquisition Corp.","10.1","0","n/a","United States","2015","n/a","n/a","http://www.nasdaq.com/symbol/eaglu",
"DBL","DoubleLine Opportunistic Credit Fund","23.97","352794391.08","n/a","United States","2012","n/a","n/a","http://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","21.06","470932073.82","n/a","United States","2010","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","28.93","4232232015.22","n/a","United States","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","59.98","9384795891.6","n/a","United States","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dov",
"DDE","Dover Downs Gaming & Entertainment Inc","0.9688","31836385.896","n/a","United States","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dde",
"DVD","Dover Motorsports, Inc.","2.3","84482355.7","n/a","United States","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dvd",
"DOW","Dow Chemical Company (The)","43.08","49891031316.72","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dow",
"DPS","Dr Pepper Snapple Group, Inc","76.2","14545517467.2","n/a","United States","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/dps",
"DWA","Dreamworks Animation SKG, Inc.","18.52","1444274384.56","n/a","United States","2004","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dwa",
"DW","Drew Industries Incorporated","54.31","1311180587.06","n/a","United States","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dw",
"DHF","Dreyfus High Yield Strategies Fund","3.17","230134220.82","n/a","United States","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhf",
"DMF","Dreyfus Municipal Income, Inc.","9.08","188129319.04","n/a","United States","1988","n/a","n/a","http://www.nasdaq.com/symbol/dmf",
"DSM","Dreyfus Strategic Municipal Bond Fund, Inc.","7.69","475621878.31","n/a","United States","1989","n/a","n/a","http://www.nasdaq.com/symbol/dsm",
"LEO","Dreyfus Strategic Municipals, Inc.","7.96","492321216.04","n/a","United States","1987","n/a","n/a","http://www.nasdaq.com/symbol/leo",
"DRQ","Dril-Quip, Inc.","63.8","2469396736.4","n/a","United States","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"DSKX","DS Healthcare Group, Inc.","3.34","60002138.08","n/a","United States","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/dskx",
"DSPG","DSP Group, Inc.","8.71","192837936.72","n/a","United States","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg",
"DST","DST Systems, Inc.","106.6","3820965283.2","n/a","United States","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/dst",
"DSW","DSW Inc.","28.72","2548715761.2","n/a","United States","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dsw",
"DTE","DTE Energy Company","75.88","13618624690.44","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTQ","DTE Energy Company","23.57","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTZ","DTE Energy Company","25.98","0","n/a","United States","2011","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtz",
"DTSI","DTS, Inc.","27.03","466265040.27","n/a","United States","2003","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dtsi",
"DCO","Ducommun Incorporated","21.82","241822332","n/a","United States","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/dco",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","15.5516","589869170.9896","n/a","United States","2011","n/a","n/a","http://www.nasdaq.com/symbol/dpg",
"DSE","Duff & Phelps Select Energy MLP Fund Inc.","9.11","0","n/a","United States","2014","n/a","n/a","http://www.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","9.55","2620545679.95","n/a","United States","1987","n/a","n/a","http://www.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.71","125314637.1","n/a","United States","1991","n/a","n/a","http://www.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.4","258450020.2","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/duc",
"DUK","Duke Energy Corporation","68.31","47019853449.36","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","25","0","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DRE","Duke Realty Corporation","18.33","6328474017.45","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dre",
"DNB","Dun & Bradstreet Corporation (The)","104.82","3785157221.22","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dnb",
"DNKN","Dunkin&#39; Brands Group, Inc.","47.7","4542989212.8","n/a","United States","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dnkn",
"DFT","Dupont Fabros Technology, Inc.","26.6","1739240760.6","n/a","United States","2007","Finance","Real Estate","http://www.nasdaq.com/symbol/dft",
"DFT^A","Dupont Fabros Technology, Inc.","25.51","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dft^a",
"DFT^B","Dupont Fabros Technology, Inc.","25.59","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dft^b",
"DRRX","Durect Corporation","2.5","301204317.5","n/a","United States","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx",
"DHG","DWS High Income Opportunities Fund, Inc.","14.01","212690979.69","n/a","United States","2006","n/a","n/a","http://www.nasdaq.com/symbol/dhg",
"DXPE","DXP Enterprises, Inc.","28.9","411632930.6","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dxpe",
"DYAX","Dyax Corp.","22.47","3288660327.75","n/a","United States","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/dyax",
"DY","Dycom Industries, Inc.","77.53","2576822976.39","n/a","United States","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/dy",
"BOOM","Dynamic Materials Corporation","8.88","126031016.16","n/a","United States","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/boom",
"DYSL","Dynasil Corporation of America","1.69","27946706.97","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","3.06","7713767.34","n/a","United States","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","31.6","1213548988.4","n/a","United States","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"DYN","Dynegy Inc.","24.71","3167254436.01","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"DYN.WS","Dynegy Inc.","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn.ws",
"DYN^A","Dynegy Inc.","88.2001","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn^a",
"DX","Dynex Capital, Inc.","6.59","352408876.31","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dx",
"DX^A","Dynex Capital, Inc.","24.3","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^a",
"DX^B","Dynex Capital, Inc.","23.32","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^b",
"ETFC","E*TRADE Financial Corporation","26.72","7756991016","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/etfc",
"DD","E.I. du Pont de Nemours and Company","47.98","43414127240","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd",
"DD^A","E.I. du Pont de Nemours and Company","84.05","0","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^a",
"DD^B","E.I. du Pont de Nemours and Company","94.0501","0","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^b",
"SSP","E.W. Scripps Company (The)","16.01","1348777931.67","n/a","United States","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ssp",
"EBMT","Eagle Bancorp Montana, Inc.","11.69","44690647.89","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","42.61","1423017024.76","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","7.08","266486612.16","n/a","United States","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle",
"GRF","Eagle Capital Growth Fund, Inc.","7.66","23938449.84","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grf",
"EGIF","Eagle Growth and Income Opportunities Fund","17.85","0","n/a","United States","2015","n/a","n/a","http://www.nasdaq.com/symbol/egif",
"EXP","Eagle Materials Inc","81.11","4086614850.43","n/a","United States","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/exp",
"EGRX","Eagle Pharmaceuticals, Inc.","84.49","1317185919.56","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/egrx",
"ECC           ","Eagle Point Credit Company Inc.","19.9","0","n/a","United States","2014","n/a","n/a","http://www.nasdaq.com/symbol/ecc           ",
"ECCA","Eagle Point Credit Company Inc.","25.6","0","n/a","United States","2015","n/a","n/a","http://www.nasdaq.com/symbol/ecca",
"EROC","Eagle Rock Energy Partners, L.P.","1.37","209591803.66","n/a","United States","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eroc",
"ELNK","EarthLink Holdings Corp.","8.77","909394994.34","n/a","United States","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/elnk",
"ESTE","Earthstone Energy, Inc.","15.96","220808642.88","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"EWBC","East West Bancorp, Inc.","39.92","5742495353.28","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ewbc",
"EACQU","Easterly Acquisition Corp.","10.1","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eacqu",
"DEA","Easterly Government Properties, Inc.","15.91","384518909.89","n/a","United States","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dea",
"EML","Eastern Company (The)","16.45","102730875.1","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/eml",
"EVBS","Eastern Virginia Bankshares, Inc.","7.1","92509805","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbs",
"EGP","EastGroup Properties, Inc.","52.86","1708119150.06","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/egp",
"EMN","Eastman Chemical Company","69.09","10271218836.06","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","14.99","628387620.45","n/a","United States","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kodk",
"KODK.WS","Eastman Kodak Company","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kodk.ws",
"EVM","Eaton Vance California Municipal Bond Fund","11.5","245998639","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/evm",
"EIA","Eaton Vance California Municipal Bond Fund II","12.75","49543427.25","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/eia",
"CEV","Eaton Vance California Municipal Income Trust","12.87","93366380.25","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/cev",
"ETV","Eaton Vance Corporation","14.3","4311421543","n/a","United States","2005","n/a","n/a","http://www.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","11.25","1197480768.75","n/a","United States","2005","n/a","n/a","http://www.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","34.23","3992723298.48","n/a","United States","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","12.2","477911197.8","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/eoi",
"EFT","Eaton Vance Floating Rate Income Trust","13.49","558123253.9","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/eft",
"EVV","Eaton Vance Limited Duration Income Fund","12.87","1512830121.66","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/evv",
"MAB","Eaton Vance Massachusetts Municipal Bond Fund","13.6","24051790.4","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/mab",
"MMV","Eaton Vance Massachusetts Municipal Income Trust","13.32","36457119.72","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/mmv",
"MIW","Eaton Vance Michigan Municipal Bond Fund","13.03","19545846.95","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/miw",
"EMI","Eaton Vance Michigan Municipal Income Trust","12.347","25112489.218","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/emi",
"EIM","Eaton Vance Municipal Bond Fund","12.35","841877887.5","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/eim",
"EIV","Eaton Vance Municipal Bond Fund II","12.57","125868199.17","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/eiv",
"EOT","Eaton Vance Municipal Income Trust","20.14","308712626.62","n/a","United States","2009","n/a","n/a","http://www.nasdaq.com/symbol/eot",
"EVN","Eaton Vance Municipal Income Trust","12.66","296305363.02","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/evn",
"EMJ","Eaton Vance New Jersey Municipal Bond Fund","13.46","34704052.6","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/emj",
"EVJ","Eaton Vance New Jersey Municipal Income Trust","12.22","56751610.76","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/evj",
"ENX","Eaton Vance New York Municipal Bond Fund","12.45","194949383.25","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/enx",
"NYH","Eaton Vance New York Municipal Bond Fund II","12.38","31643787.58","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/nyh",
"EVY","Eaton Vance New York Municipal Income Trust","13.19","72219945.64","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/evy",
"EIO","Eaton Vance Ohio Municipal Bond Fund","12.2993","31203311.8007","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/eio",
"EVO","Eaton Vance Ohio Municipal Income Trust","13.21","37743043.97","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/evo",
"EIP","Eaton Vance Pennsylvania Municipal Bond Fund","12.5499","37148205.996","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/eip",
"EVP","Eaton Vance Pennsylvania Municipal Income Trust","11.695","31016473.23","n/a","United States","1999","n/a","n/a","http://www.nasdaq.com/symbol/evp",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","10.15","675294126.15","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/etj",
"EFR","Eaton Vance Senior Floating-Rate Fund","13.64","507984781.04","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/efr",
"EVF","Eaton Vance Senior Income Trust","6.105","231175635.735","n/a","United States","1998","n/a","n/a","http://www.nasdaq.com/symbol/evf",
"EVG","Eaton Vance Short Diversified Income Fund","13.3","251191726.8","n/a","United States","2005","n/a","n/a","http://www.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","18.78","1367858202","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","22.2748","323413545.8236","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/eto",
"EXD","Eaton Vance Tax-Advantaged Bond","12.38","130690113.76","n/a","United States","2010","n/a","n/a","http://www.nasdaq.com/symbol/exd",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","15.45","1178838306.3","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/etg",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","15.79","389295265.55","n/a","United States","2005","n/a","n/a","http://www.nasdaq.com/symbol/etb",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","10.8","1613997576","n/a","United States","2006","n/a","n/a","http://www.nasdaq.com/symbol/ety",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","8.89","2679961708.9","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/exg",
"EBAY","eBay Inc.","25.75","31369373343.25","n/a","United States","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebay",
"EBIX","Ebix, Inc.","27.31","941018758.3","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix",
"ECT","ECA Marcellus Trust I","1.98","34857900","n/a","United States","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ect",
"ELON","Echelon Corporation","0.58","25577211.2","n/a","United States","1998","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","21.91","677370655.5","n/a","United States","2009","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo",
"ECTE","Echo Therapeutics, Inc.","1.59","17693957.25","n/a","United States","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"SATS","EchoStar Corporation","43.58","4027815301.98","n/a","United States","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats",
"ECR","Eclipse Resources Corporation","3.02","672459739.76","n/a","United States","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ecr",
"ECL","Ecolab Inc.","108.92","32141445582.68","n/a","United States","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ecl",
"EEI","Ecology and Environment, Inc.","11.19","47972145.45","n/a","United States","1987","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eei",
"ESES","Eco-Stim Energy Solutions, Inc.","3.23","43745873.22","n/a","United States","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/eses",
"EDGW","Edgewater Technology, Inc.","7.105","83491288.405","n/a","United States","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/edgw",
"EIX","Edison International","58.22","18968728413.32","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eix",
"EDR","Education Realty Trust Inc.","28.77","1391510217.93","n/a","United States","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/edr",
"EDUC","Educational Development Corporation","6.72","27197197.44","n/a","United States","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"EW","Edwards Lifesciences Corporation","139","14944676879","n/a","United States","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ew",
"EGAN","eGain Corporation","3.94","105470380.08","n/a","United States","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"EGLT","Egalet Corporation","14.47","362610588.78","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eglt",
"EHTH","eHealth, Inc.","14.1","254930918.7","n/a","United States","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"EP^C","El Paso Corporation","49.5","0","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","34.19","1382114509.75","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ee",
"LOCO","El Pollo Loco Holdings, Inc.","12.29","470262999.17","n/a","United States","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/loco",
"ERI","Eldorado Resorts, Inc.","9.15","425627018.1","n/a","United States","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/eri",
"ELRC","Electro Rent Corporation","10.51","253383656.16","n/a","United States","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/elrc",
"ESIO","Electro Scientific Industries, Inc.","4.47","138166131.03","n/a","United States","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"ELMD","Electromed, Inc.","1.98","16105036.86","n/a","United States","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"EA","Electronic Arts Inc.","68.35","21307831308.1","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","45.03","2130471067.8","n/a","United States","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","4","13582084","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"ELEC","Electrum Special Acquisition Corporation","n/a","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elec",
"ELECU","Electrum Special Acquisition Corporation","10.01","250250000","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecu",
"ELECW","Electrum Special Acquisition Corporation","0.21","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecw",
"ETAK","Elephant Talk Communications Corp.","0.37","59380808.27","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/etak",
"EBIO","Eleven Biotherapeutics, Inc.","2.97","57556476.45","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebio",
"LLY","Eli Lilly and Company","81.89","90778384902.49","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lly",
"RDEN","Elizabeth Arden, Inc.","9.83","293048568.65","n/a","United States","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rden",
"CAPX","Elkhorn S&P 500 Capital Expenditures Portfolio","22.5199","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/capx",
"ELLI","Ellie Mae, Inc.","74.2","2195767284.2","n/a","United States","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/elli",
"EFC","Ellington Financial LLC","18.13","606442662.14","n/a","United States","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/efc",
"EARN","Ellington Residential Mortgage REIT","13","118940562","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/earn",
"ECF","Ellsworth Growth and Income Fund Ltd.","8.11","105877331.38","n/a","United States","1986","n/a","n/a","http://www.nasdaq.com/symbol/ecf",
"ESBK","Elmira Savings Bank NY (The)","19.6399","53125929.5","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"EMAN","eMagin Corporation","2.5","63623645","n/a","United States","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/eman",
"EMC","EMC Corporation","24.35","46867086792.95","n/a","United States","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/emc",
"EMCI","EMC Insurance Group Inc.","24.35","503345327.1","n/a","United States","1982","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","23.0735","49258646.063","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"EME","EMCOR Group, Inc.","45.45","2854044885.15","n/a","United States","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/eme",
"EMKR","EMCORE Corporation","6.64","169744216.32","n/a","United States","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"EOX","Emerald Oil, Inc.","2.38","18698053.5","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eox",
"EMES","Emerge Energy Services LP","14.29","344674399.88","n/a","United States","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/emes",
"EBS","Emergent Biosolutions, Inc.","32.42","1257897296.8","n/a","United States","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebs",
"EMG","Emergent Capital, Inc.","5.36","150779522.88","n/a","United States","2011","Finance","Life Insurance","http://www.nasdaq.com/symbol/emg",
"EMR","Emerson Electric Company","45.52","29913023679.28","n/a","United States","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"MSN","Emerson Radio Corporation","1.27","34454886.64","n/a","United States","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/msn",
"EMMS","Emmis Communications Corporation","1.25","55415286.25","n/a","United States","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emms",
"EMMSP","Emmis Communications Corporation","3.05","4059522.55","n/a","United States","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emmsp",
"EDE","Empire District Electric Company (The)","21.3","931307461.5","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ede",
"NYNY","Empire Resorts, Inc.","4.74","223253521.26","n/a","United States","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nyny",
"ERS","Empire Resources, Inc.","3.39","29253557.52","n/a","United States","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ers",
"ESRT","Empire State Realty Trust, Inc.","16.72","4490855013.04","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","21.7","695197995.8","n/a","United States","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eig",
"ENTA","Enanta Pharmaceuticals, Inc.","41.73","780934218.48","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/enta",
"EEQ","Enbridge Energy Management LLC","25.63","1838761582.13","n/a","United States","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","25.88","10990058227.08","n/a","United States","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ECPG","Encore Capital Group Inc","39","984247719","n/a","United States","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","32.11","666216738.72","n/a","United States","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wire",
"ECYT","Endocyte, Inc.","5.1","214063646.4","n/a","United States","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","13.3","901488523.6","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
