SYMBOL,NAME,EXCHANGE
C079.F,COMS S600 UTIL IC,FRA
EMCB,WISDOMTREE EMERGING MARKETS CORP BD ETF,PCX
PJP,POWERSHARES DYNAMIC PHARMACEUTICALS ETF,PCX
X022.BE,COMS M USA MD IC,BER
ANX.PA,AM NASD-100 ETF EUR,PAR
IDX,MARKET VECTORS INDONESIA ETF,PCX
HRRSL-51.TA,RTY/HAREL SAL S51,TLV
XMKU.DE,DBXT MSCI EMUTI 1C,GER
PNIK.NX,COMS NIKKEI 225 IC,ENX
87XI.L,INFRATEL/HSBC 16,LSE
IMCTRACISHRS.MX,ISHS IPC MIDCAP TR,MEX
IS0Q.SG,ISHS USD EM MK G-CT,STU
EL4A.DE,DK DAX UCTS ETF T,GER
TNO.PA,L UC ETF E600 TECH,PAR
DBXS.HM,DBXT SMI 1D,HAM
4GXX.BE,GLBL X GOLD EXPRS,BER
SC0J.DE,SO MSCI WO USD-A-AC,GER
18MT.BE,AM CORP UCITS ETF C,BER
SBIO.L,SOURCE NASDAQ BIOTECH ETF,LSE
IBCF.SG,ISHS S&P500; G-CT,STU
DDVX,UBS E-TRACS DLY SH 4MO S&P500; VIX FU ETN,PCX
114820.KS,TIGER KTB3Y,KSC
GOVT,ISHARES CORE US TREASURY BOND,PCX
24767694.PA,SSGA SPDR TE EUR-AC,PAR
OSX6.HM,OL SE600 EW UE1CC,HAM
EXXV.HM,ISHS DJEUSTNSCR,HAM
DXSW.DU,DBX IBOXX GC 1C,DUS
XSNS.MI,DBX I ESFSD 1C,MIL
LYMTX.SW,L U ETF ALL MAT INV,EBS
FCRU.L,ETFS COMMODITY SECURITIES LIMIT,LSE
46SC.L,OMXS30/BARCLAYS 15,LSE
ISVC.BE,ISHS MSCI S KOR CAP,BER
SYBK.F,SSGA BAR US HY USD,FRA
XDDX.L,DB X-TRACKERS DB X-TRACKERS DAX,LSE
18MX.SG,AM GR 1-3 UC ETF C,STU
BRIC.SW,ISHS BRIC 50 USD ,EBS
DBXG.SG,DBX SOV EUR 25+ 1C,STU
EXSJ.MU,ISHS STXEUENL15,MUN
ZWA.TO,BMO COVERED CALL DJIA HEDGED TO CAD ETF,TOR
EXH2.F,ISHSTE600FS(DE),FRA
LYPA.SG,MUL LY W CO DIS CC,STU
NRGW.BR,MUL LY W ENERG CC,BRU
LYM7.F,L U ETF E MKT C EUR,FRA
X012.F,COMS M EMU IC,FRA
23071290.DU,10.24 IRELAND/BAGGO,DUS
IHYG.L,ISHARES PLC ISHARES EURO HIGH Y,LSE
ETLV.HM,GO S-NET GLB A G-CT,HAM
FINW.PA,MUL LY W FINANC CC,PAR
DXSE.BE,DBXT SE600 HC 1C,BER
ISUS.L,ISHARES II PLC ISHARES MSCI USA,LSE
PCSVE5ASHB.ST,INDEX/SHB 15 CT,STO
XWCD.L,DB X-TRACKERS DBX MSCI WORLD CO,LSE
DGT,SPDR GLOBAL DOW ETF,PCX
C029.SG,COMS SPI IC,STU
CATF.L,ETFS COMMODITY SECURITIES LIMIT,LSE
IBGZ.MI,ISHS EUR GOV BD EUR,MIL
LYQL.SG,L U ETF SH X2 C EUR,STU
DBXM.DU,DBX I CROS1C,DUS
IUSB.F,ISHS GL TI & FO G-C,FRA
HND.TO,HORIZONSBETAPRO NYMEX NATRLGAS BEAR+ ETF,TOR
IQQE.DU,ISHS MSCI EM MK USD,DUS
21966757.SW,UBS ETF MC100HE AC,EBS
EXVM.BE,ISH ERMONEY MKT,BER
IYG,ISHARES US FINANCIAL SERVICES,PCX
EXHA.DU,ISHS EB.R GG,DUS
CIU,ISHARES INTERMEDIATE CREDIT BOND,PCX
LYM0.F,L UC ETF L AM C EUR,FRA
92RU.L,CUMMINS/HSBC 16,LSE
XCHA.SG,DBXT CSI300 UCI 1C,STU
H411.MU,HSBC MSCI ACFE G-CT,MUN
DBX8.MU,DBXT MSCI KOREA 1C,MUN
EXV2.F,ISHSEU600TELEC,FRA
BRES.MI,L UC ETF E600 B RES,MIL
42IZ.L,BKMB/HSBC 17,LSE
O112.L,ISHARES PLC ISHARES MSCI LATIN ,LSE
57NC.L,IAM/HSBC 16,LSE
C067.SG,COMS S600 FB IC,STU
EUN1.BE,ISHS STOXX EURO EUR,BER
UEFZ.SG,UBS ETF SF510 AD,STU
IDUS.L,ISHARES S&P; 500 DIST,LSE
DBXX.DE,DBXT FTSE 100 1D,GER
SPPT.L,SOURCE PHYSICAL PLATINUM P-ETC,LSE
NAGS,TEUCRIUM NATURAL GAS ETF,PCX
HXT.TO,HORIZONS S&P;/TSX 60 ETF,TOR
IUSI.BE,ISHS S&P500; EUR-ACC,BER
KSPT-121.TA,TSX/KSM SAL S121,TLV
J40B.BE,PRSHS SHRT HIGH YLD,BER
EUN9.DE,ISHS EUR GOV B G-CT,GER
UIM5.SG,UBS ETF MSCI JAP AD,STU
X03A.SG,DBXT2 I GC 1-3 1CC,STU
AUM5.F,AM S&P; 500 ETF EUR,FRA
XDCS.SW,DBXT DBLCI OYB 4C,EBS
EXI4.BE,ISHS FTSE100 UC,BER
EUN2.F,ISHS EUR STOX50 EUR,FRA
DOD,ELEMENTS DOGS OF DOW DJ HY SEL 10 TR ETN,PCX
XIC.TO,ISHARES CORE S&P;/TSX CAPPED COMPOSITE,TOR
FTS100.MI,L U ETF F 100 C GBP,MIL
61KA.L,ZEBRA/INVESTEC 15,LSE
OILBP.PA,ETFS OIL SEC BRENT1,PAR
AFK,MARKET VECTORS AFRICA ETF,PCX
CMCI.L,"UBS AG, LONDON BRANCH",LSE
LYYQ.F,L UC ETF E600 INSUR,FRA
11068618.BE,7.5 USD/RUB/IBRD 17,BER
JPSGBH.SW,UBS ETF MJ100HS AC,EBS
DX2X.DU,DBXT STO E 600 1C,DUS
EWN,ISHARES MSCI NETHERLANDS,PCX
FPE,FIRST TRUST PREFERRED SEC & INC ETF,PCX
XCX4.L,DB X-TRACKERS DBX MSCI THAILAND,LSE
EXH8.F,ISHSEU600RETAIL,FRA
X023.HM,COMS M USA SM IC,HAM
AEXK.L,AMUNDI ETF MSCI EUROPE EX UK,LSE
UB27.L,UBS ETF UBS ETF MSCI CANADA (CA,LSE
SPXS,DIREXION DAILY S&P500; BEAR 3X ETF,PCX
LYMN.MU,MUL LY W RISK W CC,MUN
TMCSI-52.TA,EEM/TACHLIT CP S52,TLV
EM40.L,SOURCE FTSE EMERGING EMEA 40 ETF,LSE
3032.HK,ISHARES MSCI ASIA APEX MID CAP,HKG
CBSPI.SW,COMS SPI IC,EBS
DBZN.HM,DBXT DBCB BLU 2CC,HAM
140710.KS,KODEX TRANSPORTATION,KSC
EXI7.F,ISHSSTXAP600REC,FRA
IWDC.SW,ISHS MSCI WL CHF-AC,EBS
IQQA.F,ISHS EUR DIVID G-CT,FRA
SXR4.DE,ISHS MSCI US USD-AC,GER
DE000A0Z3QE7.DE,ISHS MSCI JAPAN EUR,GER
X016.DE,COMS M EAST EU IC,GER
3TYS.L,BOOST US TREASURIES 10Y 3X SHORT DLY ETP,LSE
DXSPX.MC,DBX S&P500; 1C,MCE
LYYR.SG,L U ETF 600 F & BEV,STU
IS0K.SG,ISHS FR GOV BD G-CT,STU
23122013.DU,SG -S JRSFRN,DUS
11299132.BE,DB AGRI/DB ETC 60,BER
CKR1.L,ISHARES VII PLC ISHARES MSCI KO,LSE
HEVY,IPATH PURE BETA INDUSTRIAL METALS ETN,PCX
BEAR-REC-HA.OL,REC/SHB CT 40,OSL
XPQP.F,DBXT MSCI PHIL 1C,FRA
IQQ4.SG,ISHS ASIA PR YI G-C,STU
10602715.SW,UBSGLEURH EUR IDIS,EBS
UEFY.SG,UBS ETF SBIF1-5 AD,STU
IMV.L,"ISHARES VI PLC (THE ""COMPANY"") ",LSE
DBPD.BE,DBX SHORTDAX X2 1C,BER
INMINT,PIMCO USD ENHANCED SHORT MATURI,NIM
LYQE.SG,L UC ETF MAL C EUR,STU
77TE.L,RBS/INDEX 15,LSE
MGC,VANGUARD MEGA CAP ETF,PCX
XCTO.L,,
CSEMUL.SW,ISH L EMU LC C,EBS
SLVRP.PA,SLVR/ETFS,PAR
12KC.L,AUB/HSBC 14 ELN ,LSE
10191873.DU,ISHS MSCI JP USD-AC,DUS
DBP.MX,PWRSHS DB PRCS METL,MEX
DBZN.F,DBXT DBCB BLU 2CC,FRA
TDX,DEUTSCHE X-TRACKERS IN TARGET DATE,PCX
45ZC.L,INDUSINDB/HSBC WT20,LSE
SHYU.L,ISHARES II PLC ISHARES $ HIGH Y,LSE
19BD.L,ALINMA/HSBC 16 ELN,LSE
YRSR.AX,AII S&P;/ASX 200 RESOURCES,ASX
SEGA.MI,ISHS CR EUR GOV EUR,MIL
SW2CHB.SW,UBS ETF MS2035 AC,EBS
K6AP-156.TA,SXAP/KSM SL IC S156,TLV
SCIF,MARKET VECTORS INDIA SMALL-CAP ETF,PCX
10ZA.L,ORWE/HSBC 14 ELN,LSE
LYPW.SG,MUL LY SPA3MF CC,STU
48IH.L,CCAP/HSBC 14 ELN,LSE
2968024.BE,BAYERNLB CAP TR VRN,BER
CSBGE3.MI,ISH EUR GOV 1-3-ACC,MIL
DFVL,IPATH US TREASURY 5-YEAR BULL ETN,PCX
X023.SG,COMS M USA SM IC,STU
RFRM.AS,RBS M A FR MKTS C,AMS
C2U.MI,AM MSCI USA UC ETF,MIL
ECH.MX,ISHS MSCI CHILE,MEX
SUSD.L,SPDR® BARCLAYS 0-3 YEAR US CORP BD ETF,LSE
VTV.MX,VANGRD VALUE ETF,MEX
PYZ,POWERSHARES DWA BASIC MATERIALS MOM ETF,PCX
76YG.L,BARCLAYS/INDEX 14,LSE
PDI.MI,POWSHS FTSE SWT EUR,MIL
IGHG,PROSHARES INVESTMENT GRADE—INTR RT HDGD,BTS
D5BL.F,DBXT MSCI EU VA 1C,FRA
JBGOGA.SW,JB PHYSGD A (GBP),EBS
18M8.DE,AM EUR INDUS UC ETF,GER
CJPL.AS,ISHS MSCI JP USD-AC,AMS
X021.SW,COMS M USA LG IC,EBS
O093.L,ISHARES PLC ISHARES FTSE/MACQU.,LSE
11439031.SW,L U ETF L SMI C CHF,EBS
VXX-U.TO,IPATH SP 500 VIX SHORT TERM FUT,TOR
UEFN.DE,UBS ETF MIE 510 AD,GER
EXX6.DE,ISHS ERGG 10.5+,GER
18067687.SG,ARCEL 22 SRN,STU
LYYK.BE,L UC ETF E600 TELEC,BER
12IY.L,BHARTI/HSBC WT20,LSE
17VG.L,BARCLAYS/BARCLAYS19,LSE
DVYL,UBS ETRACS MTHLY PY 2XLVG DJ SEL DIV ETN,PCX
X13D.MI,DBX SOV 1-3 1DD,MIL
IASP.SW,ISHS ASIA PR YI USD,EBS
TCS&P-73.TA,BSKT/TACH CMP S73,TLV
GBJP.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
WBIL,WBI LARGE CAP TACTICAL SELECT ETF,PCX
CI6.MI,A ETF MIN VOL U ETF,MIL
O035.L,ISHARES PLC ISHARES DJ STOXX 60,LSE
11ZI.L,TRNFP/HSBC 14 ELN,LSE
S100.L,SOURCE MARKETS PUBLIC LIMITED C,LSE
LWEA.MI,LWEA/ETFS,MIL
ISM.PA,IBX LI GL TH U ETF ,PAR
X014.HM,COMS M PAC IC,HAM
16GD.L,HDFC/HSBC 16 ,LSE
11JT.L,HINDALCO/HSBC16 VRN,LSE
CGR.TO,ISHARES GLOBAL REAL ESTATE COMM,TOR
EURL,DIREXION DAILY FTSE EUROPE BULL 3X ETF,PCX
42ZC.L,ANB/HSBC 17,LSE
78DD.L,PNB/HSBC 16,LSE
X16705.TI,BSKT/MS 18 VR,TLO
XCCR.MI,DXBT CUR RET 1C,MIL
LYDAX.SW,MUL LY DAX,EBS
PAGR.L,ETFS HEDGED COMMODITY SECURITIE,LSE
BXF.TO,FIRST ASSET 1-5Y LADD GOVSTP BD ETF COMM,TOR
IS00.MU,ISHS MSCI MEX G-CT,MUN
IBTS.L,ISHARES PLC ISHARES $ TREASURY ,LSE
RQH.TO,RBC TARGET 2020 CORPORATE BOND ETF,TOR
GC40.BE,A CAC40 UCITS ETF C,BER
X015.BE,COMS M PAC XJAP IC,BER
IWO.MX,ISH RSL 2000 GR,MEX
15WA.L,,
P28119.MI,BPAAFE125%E15,MIL
XHFD.SW,DBXT DB HFI ETF 2C,EBS
KSM-1SHR.TA,SHA/KSM SAL S1,TLV
ELF1.F,DK MDAX UC ETF T,FRA
EXXY.DU,ISH DVCMSP T,DUS
FHG.TO,FT ALPHADEX US INDUSTRIALS SECTOR ETF,TOR
34JH.L,CIEB/HSBC BANK 17,LSE
10YS.L,TMGH/HSBC 14 ELN,LSE
ENZL,ISHARES MSCI NEW ZEALAND CAPPED,PCX
LYYZ.F,L U ETF 600 C & MAT,FRA
IJR,ISHARES CORE S&P; SMALL-CAP,PCX
TZA,DIREXION DAILY SMALL CAP BEAR 3X ETF,PCX
10046790.DU,ISHS JPMG US MK G-C,DUS
SPYG,SPDR S&P; 500 GROWTH ETF,PCX
LYMD.BE,L UC ETF IND C EUR,BER
YYY,YIELDSHARES HIGH INCOME ETF,PCX
H4ZA.SG,HSBC EU STX 50 G-CT,STU
H4ZX.SG,HSBC MSCI CAN USD,STU
PSSG-205.TA,S&P;/PSAGOT S 205,TLV
X1ES.F,DBX IBX SPAIN13 ETF,FRA
CP9.MI,AM P EX JAP ETF EUR,MIL
20113862.DU,ISHS EUR CRP I G-CT,DUS
157500.KS,TIGER SECURITIES,KSC
NLR,MARKET VECTORS URANIUM+NUCLEAR ENGY ETF,PCX
DAXX.MI,MUL LY DAX,MIL
LYQE.F,L UC ETF MAL C EUR,FRA
XC4S.L,DB X-TRACKERS DBX CAC 40 SHORT ,LSE
SXRN.MU,ISH EUR GOV 1-3-ACC,MUN
122290.L,EAST/HSBC 14 ELN,LSE
RYT,GUGGENHEIM S&P; 500 EQ WT TECHNOLOGY ETF,PCX
XACT-NORDEN-30.ST,XACT NORDEN 30,STO
EXS1.BE,ISHCRDAXUCIETF T,BER
ENG.PA,NMX30 ING TEUE AC,PAR
CSUS.L,ISHARES VII PLC ISHARES MSCI US,LSE
CSD.TO,ISHARES ADVTGD SHRT DUR HI INC COMM,TOR
J10H.BE,CURRSH SWD KRONA TR,BER
139240.KS,TIGER STEEL&,KSC
PHDG,POWERSHARES S&P; 500 DOWNSIDE HEDGED ETF,PCX
XG71.DE,DBX IBOXX GR7-10 1D,GER
LYPY.F,MUL LY BC OPTI CC,FRA
IXN.MX,ISHS GLB TECH,MEX
CHCORP.SW,ISHRSCHFCRPBD A,EBS
SHV,ISHARES SHORT TREASURY BOND,PCX
NFRA,FLEXSHARES STOXX GLOBAL BROAD INFRAS ETF,PCX
174350.KS,TIGER LOW VOLATILITY,KSC
PREC.L,"UBS AG, LONDON BRANCH",LSE
FRN,GUGGENHEIM FRONTIER MARKETS ETF,PCX
X64296.TI,3.5 BSKT/SG ISSU 19,TLO
UIMR.F,UBS ETF M EMESR AD,FRA
GZH752.TI,CRUDE/GSI 15,TLO
3006.HK,ISHARES CSI A-SHARE INFRASTRUCTURE,HKG
LYYE.F,L UCITS RUSS C EUR,FRA
QDEM,MARKET VECTORS MSCI EM QUALITY DIV ETF,PCX
SC01.DE,SOU 600 CON EUR-AC,GER
X502.DE,COMS ILSD1-3 IC,GER
EMMV.MI,OL EM MV UE1CC,MIL
79VT.L,DIC/HSBC 14 ELN,LSE
2803943.IR,ISHS EUR GOV BD EUR,ISE
X03C.F,DBX SOV EUR 3-5 1DD,FRA
PSASTR-8.TA,DJAU/PSAGOT BAS S8,TLV
KSBN-148.TA,TEL-BCLB/KSM S S148,TLV
H4ZF.DU,HSBC S&P; 500 G-CT,DUS
18MK.DE,AM MSCI IND ETF EUR,GER
AUEM.L,AMUNDI ETF MSCI EMERGING MARKETS USD A/I,LSE
O019.L,ISHARES PLC ISHARES DJ EURO STO,LSE
79VU.L,DANA/HSBC 14,LSE
IYG.MX,ISH US FIN SVCS,MEX
BULL-LIVS-X3-H.ST,BASKET/SHB 21 NTS,STO
IUS3.F,ISHS S&P; SC600 G-CT,FRA
DXSP.SG,DBXT ES50 SH 1C,STU
EXHA.BE,ISHS EB.R GG,BER
USCI.MX,US COMMODITY INDEX,MEX
AAIT,ISHARES MSCI ALL COUNTRY ASIA INFO TECH,PCX
LRX1.DE,L UCITS 15+Y INV GR,GER
UMAX.AX,BETASHARES S&P; 500 YIELD MAXIMISER ETF,ASX
XVIX,UBS ETRACS DAILY LONG-SHORT VIX ETN,PCX
XCHA.MI,DBXT CSI300 UCI 1C,MIL
HAS51-66.TA,AS51/HRL SAL S66,TLV
8520.DU,COMS ISGC3M-2 IC,DUS
K-MSCI28.TA,MXTR/KSM SAL S28,TLV
XSSX.MI,DBXT ES50 SH 1C,MIL
HEA.TO,HORIZONS ENH INC US EQUITY USD ETF COMM,TOR
C070.DE,COMS S600 INS IC,GER
EL49.BE,DK LQ CORP DF,BER
RFG,GUGGENHEIM S&P; MIDCAP 400 PURE GR ETF,PCX
LYPS.HM,MUL LY SP500 D,HAM
JBGOEA.SW,JB PHYSGD A (EUR),EBS
VAW.MX,VANGRD MAT IDX,MEX
HSI.PA,L UC HK (HSI) D EUR,PAR
DBXF.MU,DBX SOV EUR 15+ 1C,MUN
ETL2.DU,LONG DAT AL CO G-CT,DUS
24692278.BE,BSKT/JPM 29 CD FR,BER
SYV,SPDR MFS SYSTEMATIC VALUE EQUITY ETF,PCX
C001.DE,COMS DAX IC,GER
XCXC.SG,DBX CAD CASH ETF,STU
HGU.TO,HORIZONSBETAPRO S&P;/TSX GLBL G BULL+ ETF,TOR
ISVP.MU,ISHS MSCI GER,MUN
UIMK.DE,UBS ETF M TURK AD,GER
20503611.SG,THAI 23 SRN -S,STU
LQQ.PA,L UC ETF N100 D LEV,PAR
IS0E.HM,ISHS GLD PRD G-CT,HAM
XNIF.MI,DBX CNXN 1C,MIL
CPD-A.TO,ISHARES SP TSX CDN PREF IDX ETF,TOR
EXV7.DU,ISHSTE600CH(DE),DUS
FDM,FIRST TRUST DOW JONES SEL MICROCAP ETF,PCX
NORW,GLOBAL X MSCI NORWAY ETF,PCX
XMBR.L,DB X-TRACKERS DBX MSCI BRAZIL I,LSE
117231.L,PPC/HSBC 14 ELN,LSE
IAEX.L,ISHARES PLC ISHARES AEX UCITS E,LSE
DX2J.HM,DBXT MSCI EU SM 1C,HAM
CVY,GUGGENHEIM MULTI-ASSET INCOME ETF,PCX
13ND.L,BARCLAYS/BARCLAYS18,LSE
CL54.HA,COMGEST MONDE C 4D,HAN
LYMW.F,L U ETF C SEC C EUR,FRA
13711475.DU,UBS ETF STO GRE AD,DUS
D5BC.SG,DBXT2 IG 13U 1DD,STU
XGIU.MI,DBX GLBL INF L ETF,MIL
CBU7.AS,ISHS USD TRE USD-AC,AMS
SYBE.F,SPDR MER LY MKT USD,FRA
PSDAX-68.TA,DAX/PSAGOT S68,TLV
DXET.MU,DBXT ES50 1C,MUN
EUNH.F,ISHS CR EU GOV G-CT,FRA
6PSB.DU,POWSHS FTSE DEV EUR,DUS
PFH.TO,POWERSHARES FDMT HIYLD CORP BD CAD H ETF,TOR
104514.L,BASKET/RBS 14,LSE
DBX5.DU,DBXT MSCI TAIW 1C,DUS
CBSDAX.SW,COMS SDAX IC,EBS
EUNH.HM,ISHS CR EU GOV G-CT,HAM
SBB,PROSHARES SHORT SMALLCAP600,PCX
EUN8.DE,ISHS EUR GOV B G-CT,GER
540U.F,AM GR 7-10 UC ETF C,FRA
JPX4.L,MULTI UNITS FRANCE LYXOR UCITS ,LSE
INLD.L,ISHARES NETHERLANDS GOVERNMENT BOND,LSE
MTV100-2.TA,TA100/PSG IND S2,TLV
IUS1.HM,ISHS AS PAC DIV USD,HAM
SSGP.HM,SPDR MSCI ACWI EXUS,HAM
4GXF.BE,GLBL X MSCI NOR,BER
EMLB.L,PIMCO EMERGING MKTS ADVTG LCL BD RES ETF,LSE
VXX.TO,IPATH SP 500 VIX SHORT TERM FUT,TOR
O110.L,ISHARES PLC ISHARES MSCI JAPAN ,LSE
GDAY,PROSHARES ULTRA AUSTRALIAN DOLLAR,PCX
GAS.TO,ISHARES NATURAL GAS COMMODITY COMM,TOR
CEBL.HM,ISHS MSCI EM USD-AC,HAM
11KJ.L,PZU/HSBC 15,LSE
X504.F,COMS ILSD5-7 IC,FRA
XD5F.L,DB X-TRACKERS DBXT XEUR 50 EXFI,LSE
XRU,,
H4ZA.F,HSBC EU STX 50 G-CT,FRA
LCAD.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
18433913.SG,8.5 BRAZIL 24 ,STU
IEER.SW,ISHS MSCI EA EU USD,EBS
LYMB.F,L U ETF E600 O&GAS;,FRA
DBXY.HM,DBXT FTSE 250 1D,HAM
GLTR.MX,ETFS PRCUS MTL-TU,MEX
10XM.L,JUFO/HSBC 14 ELN,LSE
O071.L,ISHARES PLC ISHARES DOW JONES G,LSE
GSCI.AS,S&P; GSCICC35/20 AUC,AMS
XTR.TO,ISHARES DIVERSIFIED MONTHLY INCOME,TOR
XLB.MX,SEL SCT MAT SPDR FD,MEX
UBUP.SG,UBS EMU DEFN EUR-A-,STU
GNAT,WISDOMTREE GLOBAL NATURAL RESOURCES ETF,PCX
79114.L,INDEX/RBS 14,LSE
REAL.SG,AM EPRA EU RE U ETF,STU
LYME.SG,L UC HK (HSI) D EUR,STU
CASGBH.SW,UBS ETF MC100HS AC,EBS
LYMC.MU,L UC ETF KOR C EUR,MUN
LYQ3.F,L UCITS 3-5Y INV GR,FRA
VE42.BE,MK VCT JR GLD MINER,BER
SXRT.F,ISHS CR STX EUR-AC,FRA
C024.DU,COMS FTSE CHA50 IC,DUS
DXSI.DU,DBXT SE600 UT 1C,DUS
LQDH,ISHARES INTEREST RATE HEDGED CORP BD,PCX
HOGF.L,ETFS COMMODITY SECURITIES LIMIT,LSE
THD,ISHARES MSCI THAILAND CAPPED,PCX
19JX.L,RCOM/HSBC 16,LSE
XQQ.TO,ISHARES NASDAQ 100 CAD-HDG,TOR
10046816.DU,ISHS EM MK INFR G-C,DUS
IDNA.L,ISHARES MSCI NORTH AMERICA,LSE
DBZH.DU,DBX I ESFSD 1C,DUS
LYMB.SG,L U ETF E600 O&GAS;,STU
OSX6.SG,OL SE600 EW UE1CC,STU
HTA25-36.TA,TA25/HAREL SAL S36,TLV
X503.F,COMS ILSD3-5 IC,FRA
CEL1.L,ISHARES (LUX) ISHARES MSCI EMU ,LSE
LYPE.DU,MUL LY W HEAL C CC,DUS
PALL.L,ETFS HEDGED COMMODITY SECURITIE,LSE
VEUR.AS,VAN FTSE EU ETF EUR,AMS
LGLV,SPDR RUSSELL 1000 LOW VOLATILITY ETF,PCX
21846297.SW,UBS ETF MC100HG AD,EBS
IQQG.BE,ISHS EUR MR LG G-CT,BER
BULL-SILVER-X4-S.ST,SI/SEB 22 NTS,STO
DBZN.SG,DBXT DBCB BLU 2CC,STU
22617458.IR,FINEX MSCI UK GBP,ISE
HILO,EGSHARES LOW VOLATILITY EM DIVIDEND ETF,PCX
61ZW.L,SCEC/HSBC WT20,LSE
YCS,PROSHARES ULTRASHORT YEN,PCX
EWK.MX,ISHS MSCI BL CP,MEX
17ZW.L,RCCI/HSBC 16,LSE
TBN40-24.TA,TB40/TACHLIT CP S24,TLV
SXR7.DU,ISHS MSC EMU EUR-AC,DUS
CI2.L,AMUNDI ETF MSCI INDIA EUR A/I,LSE
091180.KS,KODEX AUTOS,KSC
HMEM.L,HSBC MSCI EMERG MKTS ETF,LSE
EWU.MX,ISHS MSCI UK,MEX
IUSB.MU,ISHS GL TI & FO G-C,MUN
S2EUAH.SW,UBS ETF MS2035 AD,EBS
CBEU5.SW,UBS ETF BEUR1-5 AD,EBS
12980938.DU,ISHSEU600RETAIL,DUS
JKJ,ISHARES MORNINGSTAR SMALL-CAP,PCX
PSSP.L,POWERSHARES GLBAL FUNDS IRELAND,LSE
ETLW.DE,GO DAXGLB COAL G-CT,GER
LYAEJ.SW,L U ETF A PAC C USD,EBS
PEH.MI,POWSHS FTSE E-M EUR,MIL
BEAR-KAKAO-X2-H.S,,
ZLU-U.TO,BMO LOW VOLATILITY US EQUITY ET,TOR
CSEMLA.SW,ISHS MSCI EM USD-AC,EBS
540U.DE,AM GR 7-10 UC ETF C,GER
IDOG,ALPS INTERNATIONAL SECTOR DIV DOGS ETF,PCX
IUS4.F,ISHS MSCI JAP USD,FRA
VEFF.MU,MKT VC CHINAAMC,MUN
DXSE.SG,DBXT SE600 HC 1C,STU
17GN.L,EQAMBUJACEM/HSBC 16,LSE
IQQP.F,ISHS EUR PROYE G-CT,FRA
2624230.DU,AM EU HI DIV UC ETF,DUS
EFMSF.PK,ETF METAL GOLD,PNK
XT21.L,DB X-TRACKERS DBX S&P; 500 2X IN,LSE
OXVI.AX,S&P;/ASX VIX SETTLEMENT,ASX
C072.F,COMS S600 OG IC,FRA
UB89.L,UBS ETF UBS ETF MARKIT IBOXX E ,LSE
C078.SW,COMS S600 TL IC,EBS
X61247.TI,5.4 BSKT/SG ISSUE20,TLO
17RY.L,DABUR/HSBC 16,LSE
24767099.PA,SSGA MSCI ST EUR-AC,PAR
C023.DE,COMS HSCEI IC,GER
TKYEUA.SW,UBS ETF M TURK AD,EBS
SPHQ,POWERSHARES S&P; 500 HIGH QUALITY ETF,PCX
X011.DE,COMS M EU IC,GER
540Q.F,AM GRAD 10-15 ETF C,FRA
2417924.SG,REIT/UBS CER,STU
18067687.MU,ARCEL 22 SRN,MUN
IBMF,ISHARES IBONDS SEP 2017 AMT-FREE MUNI BD,PCX
EUNL.HM,ISHS CR WD USD-AC,HAM
M9SH.HM,RBS M A D BRIC C,HAM
IQQ1.MU,ISHS FTSEUR 100 G-C,MUN
SPYN.F,SSGA MSCI EN EUR-AC,FRA
CBFDAX.SW,COMS FR DAX IDD,EBS
SWEA.MI,SWEA/ETFS,MIL
ETLZ.F,GO RUSS 2000 U G-CT,FRA
76197.L,INDEX/RBS 14,LSE
JBSICA.SW,JB PHYSSILVER A CHF,EBS
OSX2.DU,OL US MV UE1CC,DUS
EMSM.F,SO MSCI EM G-CT,FRA
MVB.AX,MARKET VECTORS AUSTRALIAN BANKS ETF,ASX
3SDE.L,BOOST ISSUER PUBLIC LIMITED COM,LSE
4525497.DU,AM NORDIC UCITS ETF,DUS
DXS9.DE,DBXT SE6 HC SH 1C,GER
KBWR,POWERSHARES KBW REGIONAL BANK ETF,PCX
LYMG.DU,L UC ETF BRAZ C EUR,DUS
HARDX-53.TA,DAX/HAREL SAL S53,TLV
XCHC.SG,DBXT CSI300 HC 1C,STU
DBZR.DE,DBXT HSI SH DAY 2C,GER
C050.DE,COMS ES50 IC,GER
OCALFA95U.MX,7.79 OCALFA CPO 95U,MEX
UIQE.F,UBS HFRX USD-A-ACC,FRA
22178032.DU,SPDR WRLD SM USD-AC,DUS
HMJD.L,HSBC ETFS PLC HSBC MSCI JAPAN U,LSE
IBCS.HM,ISH EU CO BN L G-CT,HAM
P98444.MI,BPAENI19.01E17,MIL
IFEU,ISHARES EUROPE DEVELOPED REAL ESTATE,NIM
6PSF.BE,POWSHS GLOB WAT EUR,BER
ZEB.TO,BMO S&P;/TSX EQUAL WEIGHT BANKS ETF,TOR
DXSM.F,DBXT DBLCI OYB 1C,FRA
UIM4.SG,UBS ETF MSCI EMU AD,STU
VNQ.MX,VANGUARD REIT,MEX
12980951.DU,ISHSEU600TELEC,DUS
DXSP.BE,DBXT ES50 SH 1C,BER
HLTW.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
CLEV.MI,AM MSCI EUR UC ETF,MIL
FWDB,ADVISORSHARES MADRONA GLOBAL BOND ETF,PCX
LYAFS.SW,L UC ETF S AF C EUR,EBS
